order_id,complaint_id,complaint_type,complaint_date,resolution_time_hours
O206453,C015337,App Issue,2025-10-21,21
O206460,C015338,Refund Not Processed,2025-10-26,6
O206463,C015339,Payment Failure,2025-10-17,34
O206470,C015340,Wrong Item,2025-10-27,21
O206480,C015341,Food Quality,2025-10-12,13
O206523,C015342,Refund Not Processed,2025-11-11,18
O206542,C015343,Late Delivery,2025-10-01,16
O206544,C015344,App Issue,2025-10-24,11
O206545,C015345,Late Delivery,2025-10-17,33
O206560,C015346,App Issue,2025-10-23,45
O206584,C015347,Late Delivery,2025-12-02,16
O206603,C015348,App Issue,2025-11-08,25
O206608,C015349,Food Quality,2025-10-14,6
O206611,C015350,Food Quality,2025-11-04,36
O206613,C015351,App Issue,2025-12-23,30
O206622,C015352,App Issue,2025-11-17,12
O206652,C015353,App Issue,2025-10-26,42
O206705,C015354,Missing Item,2025-10-14,24
O206716,C015355,App Issue,2025-10-11,14
O206751,C015356,Late Delivery,2025-12-12,40
O206763,C015357,App Issue,2025-11-11,38
O206773,C015358,Food Quality,2025-11-07,9
O206803,C015359,Food Quality,2025-12-04,21
O206822,C015360,Refund Not Processed,2025-10-20,20
O206846,C015361,Late Delivery,2025-11-30,7
O206849,C015362,Refund Not Processed,2025-11-23,10
O206883,C015363,Refund Not Processed,2025-11-23,13
O206947,C015364,App Issue,2025-12-15,44
O206970,C015365,App Issue,2025-11-03,27
O206982,C015366,App Issue,2025-11-07,38
O206997,C015367,Payment Failure,2025-12-05,12
O207004,C015368,Late Delivery,2025-11-21,45
O207027,C015369,Payment Failure,2025-12-29,43
O207045,C015370,Late Delivery,2025-10-17,47
O207047,C015371,Late Delivery,2025-11-14,17
O207055,C015372,Late Delivery,2025-10-13,20
O207072,C015373,Food Quality,2025-12-09,37
O207078,C015374,Payment Failure,2025-10-27,4
O207079,C015375,Late Delivery,2025-10-10,7
O207080,C015376,Refund Not Processed,2025-12-23,42
O207087,C015377,Late Delivery,2025-10-09,29
O207102,C015378,Wrong Item,2025-10-03,29
O207153,C015379,Wrong Item,2025-12-18,40
O207158,C015380,Late Delivery,2025-11-25,43
O207172,C015381,Late Delivery,2025-12-28,42
O207174,C015382,App Issue,2025-12-13,44
O207205,C015383,Refund Not Processed,2025-10-22,12
O207207,C015384,App Issue,2025-11-10,34
O207208,C015385,Food Quality,2025-11-06,42
O207209,C015386,Late Delivery,2025-12-19,44
O207221,C015387,Late Delivery,2025-11-19,27
O207223,C015388,Late Delivery,2025-10-15,6
O207235,C015389,Late Delivery,2025-12-10,7
O207269,C015390,Late Delivery,2025-12-28,33
O207278,C015391,App Issue,2025-12-10,20
O207356,C015392,Refund Not Processed,2025-10-29,30
O207399,C015393,App Issue,2025-11-21,30
O207457,C015394,App Issue,2025-11-27,36
O207462,C015395,App Issue,2025-11-28,13
O207467,C015396,Late Delivery,2025-10-24,11
O207470,C015397,App Issue,2025-12-04,42
O207472,C015398,Refund Not Processed,2025-11-05,27
O207485,C015399,Refund Not Processed,2025-11-07,25
O207506,C015400,Wrong Item,2025-12-19,23
O207531,C015401,Food Quality,2025-12-19,13
O207575,C015402,App Issue,2025-10-14,47
O207589,C015403,Late Delivery,2025-12-09,14
O207593,C015404,Refund Not Processed,2025-10-06,35
O207611,C015405,Wrong Item,2025-10-13,16
O207614,C015406,Payment Failure,2025-10-09,24
O207616,C015407,App Issue,2025-10-01,19
O207632,C015408,App Issue,2025-11-28,33
O207633,C015409,App Issue,2025-10-19,20
O207686,C015410,Refund Not Processed,2025-10-08,14
O207687,C015411,Food Quality,2025-11-13,23
O207710,C015412,App Issue,2025-12-10,37
O207716,C015413,App Issue,2025-11-23,16
O207743,C015414,Late Delivery,2025-10-24,46
O207757,C015415,Late Delivery,2025-12-03,20
O207758,C015416,Refund Not Processed,2025-12-03,24
O207775,C015417,Payment Failure,2025-12-06,22
O207787,C015418,Food Quality,2025-10-05,29
O207793,C015419,Late Delivery,2025-11-20,10
O207798,C015420,Wrong Item,2025-11-19,25
O207800,C015421,Late Delivery,2025-12-04,5
O207803,C015422,App Issue,2025-11-10,9
O207810,C015423,Late Delivery,2025-12-23,23
O207819,C015424,Late Delivery,2025-12-27,39
O207826,C015425,Refund Not Processed,2025-12-18,46
O207840,C015426,Food Quality,2025-11-20,30
O207850,C015427,Late Delivery,2025-11-14,7
O207853,C015428,Refund Not Processed,2025-12-02,5
O207866,C015429,Late Delivery,2025-12-28,29
O207883,C015430,Late Delivery,2025-11-17,32
O207894,C015431,App Issue,2025-12-05,4
O207901,C015432,Late Delivery,2025-10-30,30
O207903,C015433,Refund Not Processed,2025-10-24,31
O207918,C015434,App Issue,2025-11-28,29
O207950,C015435,App Issue,2025-12-23,15
O207956,C015436,Payment Failure,2025-11-30,10
O207967,C015437,Refund Not Processed,2025-10-16,19
O207985,C015438,Refund Not Processed,2025-11-06,43
O207990,C015439,App Issue,2025-11-27,26
O208002,C015440,Late Delivery,2025-12-24,45
O208016,C015441,Food Quality,2025-12-25,42
O208023,C015442,Food Quality,2025-10-20,8
O208038,C015443,Missing Item,2025-11-05,47
O208069,C015444,Refund Not Processed,2025-12-17,47
O208076,C015445,App Issue,2025-11-14,33
O208087,C015446,Late Delivery,2025-11-25,10
O208111,C015447,Late Delivery,2025-12-26,37
O208114,C015448,Late Delivery,2025-12-13,44
O208117,C015449,Late Delivery,2025-10-11,33
O208126,C015450,Late Delivery,2025-10-04,26
O208130,C015451,App Issue,2025-12-07,38
O208138,C015452,Late Delivery,2025-11-19,23
O208140,C015453,Late Delivery,2025-10-23,26
O208155,C015454,Missing Item,2025-10-17,39
O208158,C015455,App Issue,2025-12-17,39
O208162,C015456,Late Delivery,2025-12-05,25
O208167,C015457,Refund Not Processed,2025-11-10,30
O208184,C015458,Food Quality,2025-11-01,14
O208202,C015459,App Issue,2025-10-15,37
O208204,C015460,App Issue,2025-10-10,8
O208226,C015461,Refund Not Processed,2025-10-22,43
O208227,C015462,Late Delivery,2025-12-08,31
O208234,C015463,Refund Not Processed,2025-12-23,26
O208244,C015464,Late Delivery,2025-10-13,22
O208250,C015465,Payment Failure,2025-11-30,13
O208283,C015466,Wrong Item,2025-12-04,16
O208293,C015467,Late Delivery,2025-11-09,23
O208295,C015468,Missing Item,2025-12-18,46
O208296,C015469,Food Quality,2025-10-24,45
O208310,C015470,Refund Not Processed,2025-12-29,18
O208318,C015471,Late Delivery,2025-12-07,26
O208376,C015472,Wrong Item,2025-10-31,29
O208405,C015473,Missing Item,2025-12-25,30
O208406,C015474,Refund Not Processed,2025-10-17,31
O208409,C015475,App Issue,2025-10-01,4
O208424,C015476,App Issue,2025-10-02,33
O208427,C015477,Food Quality,2025-11-12,34
O208430,C015478,Late Delivery,2025-10-04,5
O208517,C015479,Late Delivery,2025-11-02,27
O208542,C015480,Refund Not Processed,2025-12-15,23
O208551,C015481,Late Delivery,2025-12-10,5
O208558,C015482,Payment Failure,2025-11-11,45
O208569,C015483,Late Delivery,2025-11-15,5
O208605,C015484,Late Delivery,2025-10-07,4
O208612,C015485,Food Quality,2025-12-06,30
O208617,C015486,Food Quality,2025-11-06,12
O208631,C015487,Refund Not Processed,2025-10-23,29
O208634,C015488,App Issue,2025-10-13,17
O208662,C015489,Missing Item,2025-10-20,20
O208666,C015490,Late Delivery,2025-10-08,5
O208690,C015491,Wrong Item,2025-10-28,17
O208693,C015492,Refund Not Processed,2025-11-06,41
O208718,C015493,Late Delivery,2025-10-20,16
O208738,C015494,App Issue,2025-10-30,22
O208744,C015495,Late Delivery,2025-11-07,46
O208748,C015496,Late Delivery,2025-10-02,17
O208751,C015497,Late Delivery,2025-11-03,43
O208762,C015498,Food Quality,2025-12-17,39
O208769,C015499,Refund Not Processed,2025-12-04,14
O208775,C015500,Refund Not Processed,2025-12-02,14
O208801,C015501,Payment Failure,2025-12-27,45
O208806,C015502,Late Delivery,2025-10-15,4
O208819,C015503,Late Delivery,2025-12-03,36
O208824,C015504,App Issue,2025-12-14,44
O208832,C015505,Refund Not Processed,2025-11-18,9
O208834,C015506,Late Delivery,2025-12-27,8
O208837,C015507,Late Delivery,2025-10-22,4
O208844,C015508,Food Quality,2025-12-12,23
O208847,C015509,Late Delivery,2025-10-28,29
O208856,C015510,Wrong Item,2025-12-21,44
O208862,C015511,Food Quality,2025-12-22,8
O208866,C015512,App Issue,2025-10-29,12
O208884,C015513,Refund Not Processed,2025-10-10,21
O208906,C015514,Refund Not Processed,2025-10-21,30
O208907,C015515,Payment Failure,2025-11-09,46
O208937,C015516,Late Delivery,2025-10-29,9
O208939,C015517,Refund Not Processed,2025-10-13,37
O208941,C015518,Late Delivery,2025-12-02,19
O208953,C015519,Late Delivery,2025-11-17,23
O208976,C015520,Food Quality,2025-10-31,19
O208979,C015521,App Issue,2025-10-17,39
O208988,C015522,Refund Not Processed,2025-10-28,23
O208992,C015523,Refund Not Processed,2025-11-17,32
O209009,C015524,Payment Failure,2025-11-18,9
O209017,C015525,Late Delivery,2025-12-26,27
O209055,C015526,App Issue,2025-10-15,18
O209056,C015527,Late Delivery,2025-11-05,47
O209080,C015528,Late Delivery,2025-11-01,7
O209099,C015529,Missing Item,2025-11-01,41
O209115,C015530,Missing Item,2025-12-01,19
O209125,C015531,Food Quality,2025-11-13,10
O209215,C015532,Missing Item,2025-11-20,46
O209220,C015533,App Issue,2025-10-24,25
O209224,C015534,Payment Failure,2025-11-03,23
O209248,C015535,App Issue,2025-11-11,9
O209256,C015536,App Issue,2025-12-08,39
O209257,C015537,Food Quality,2025-10-30,9
O209269,C015538,Refund Not Processed,2025-11-27,42
O209294,C015539,Food Quality,2025-10-13,8
O209312,C015540,App Issue,2025-12-06,13
O209316,C015541,Late Delivery,2025-10-06,43
O209334,C015542,Refund Not Processed,2025-10-11,13
O209344,C015543,Late Delivery,2025-10-25,34
O209350,C015544,Food Quality,2025-12-17,24
O209353,C015545,Food Quality,2025-10-29,7
O209357,C015546,Late Delivery,2025-12-24,14
O209376,C015547,Wrong Item,2025-10-17,12
O209411,C015548,App Issue,2025-12-24,13
O209422,C015549,Late Delivery,2025-12-11,45
O209442,C015550,Wrong Item,2025-11-26,4
O209446,C015551,Food Quality,2025-10-03,26
O209454,C015552,Late Delivery,2025-12-18,43
O209457,C015553,App Issue,2025-11-18,33
O209460,C015554,Payment Failure,2025-12-12,42
O209489,C015555,Refund Not Processed,2025-10-26,9
O209495,C015556,Missing Item,2025-11-07,27
O209531,C015557,Food Quality,2025-11-01,31
O209532,C015558,Food Quality,2025-10-06,43
O209536,C015559,Payment Failure,2025-10-06,19
O209548,C015560,Late Delivery,2025-11-02,36
O209555,C015561,Late Delivery,2025-12-07,25
O209566,C015562,Food Quality,2025-12-16,21
O209569,C015563,Refund Not Processed,2025-11-29,38
O209592,C015564,Refund Not Processed,2025-11-19,29
O209601,C015565,Refund Not Processed,2025-12-03,44
O209656,C015566,App Issue,2025-11-13,33
O209660,C015567,Late Delivery,2025-12-23,21
O209692,C015568,Late Delivery,2025-12-19,22
O209715,C015569,Payment Failure,2025-10-09,21
O209724,C015570,Food Quality,2025-10-18,40
O209748,C015571,Refund Not Processed,2025-10-02,40
O209750,C015572,Refund Not Processed,2025-12-01,22
O209752,C015573,Late Delivery,2025-12-10,26
O209771,C015574,App Issue,2025-12-04,4
O209796,C015575,Late Delivery,2025-11-11,29
O209807,C015576,Wrong Item,2025-12-22,29
O209811,C015577,Food Quality,2025-12-18,30
O209812,C015578,Food Quality,2025-12-25,35
O209847,C015579,Food Quality,2025-10-07,36
O209855,C015580,Refund Not Processed,2025-10-29,29
O209861,C015581,Wrong Item,2025-11-16,14
O209925,C015582,Late Delivery,2025-12-25,31
O209939,C015583,Food Quality,2025-12-10,43
O209952,C015584,Wrong Item,2025-11-23,17
O209965,C015585,Late Delivery,2025-12-06,6
O209973,C015586,App Issue,2025-11-25,40
O209980,C015587,Refund Not Processed,2025-10-16,8
O209982,C015588,Late Delivery,2025-10-26,21
O209990,C015589,App Issue,2025-12-28,38
O210001,C015590,Food Quality,2025-11-14,16
O210002,C015591,Late Delivery,2025-10-28,41
O210028,C015592,Payment Failure,2025-11-23,25
O210042,C015593,Missing Item,2025-11-21,14
O210047,C015594,Wrong Item,2025-10-17,42
O210053,C015595,Refund Not Processed,2025-12-21,13
O210082,C015596,Late Delivery,2025-11-03,47
O210087,C015597,Late Delivery,2025-12-01,18
O210098,C015598,Late Delivery,2025-10-09,12
O210126,C015599,Late Delivery,2025-11-13,28
O210139,C015600,Refund Not Processed,2025-10-20,44
O210151,C015601,Wrong Item,2025-12-15,9
O210165,C015602,Late Delivery,2025-10-17,32
O210172,C015603,App Issue,2025-11-24,25
O210180,C015604,Food Quality,2025-10-08,14
O210190,C015605,Refund Not Processed,2025-12-01,6
O210234,C015606,Food Quality,2025-10-10,18
O210261,C015607,Payment Failure,2025-12-13,11
O210268,C015608,Refund Not Processed,2025-11-24,17
O210287,C015609,Payment Failure,2025-12-22,23
O210290,C015610,Food Quality,2025-10-20,34
O210291,C015611,Wrong Item,2025-11-10,33
O210305,C015612,Food Quality,2025-12-24,17
O210358,C015613,Payment Failure,2025-12-23,30
O210398,C015614,Late Delivery,2025-10-28,29
O210400,C015615,Late Delivery,2025-12-11,30
O210412,C015616,Missing Item,2025-10-16,27
O210420,C015617,Payment Failure,2025-11-18,8
O210429,C015618,Late Delivery,2025-12-13,28
O210436,C015619,Late Delivery,2025-10-03,31
O210452,C015620,Late Delivery,2025-12-10,36
O210481,C015621,Payment Failure,2025-10-08,21
O210492,C015622,Refund Not Processed,2025-10-01,33
O210510,C015623,App Issue,2025-12-25,44
O210511,C015624,Payment Failure,2025-11-21,34
O210522,C015625,Food Quality,2025-11-10,16
O210562,C015626,App Issue,2025-10-20,7
O210564,C015627,Food Quality,2025-10-21,8
O210570,C015628,App Issue,2025-10-03,14
O210589,C015629,Late Delivery,2025-12-26,45
O210591,C015630,App Issue,2025-12-07,39
O210599,C015631,Late Delivery,2025-10-14,30
O210617,C015632,Food Quality,2025-10-20,18
O210625,C015633,Wrong Item,2025-12-17,19
O210633,C015634,Refund Not Processed,2025-10-30,4
O210643,C015635,App Issue,2025-10-30,40
O210660,C015636,Late Delivery,2025-10-23,32
O210698,C015637,Refund Not Processed,2025-10-25,15
O210700,C015638,Food Quality,2025-12-10,41
O210706,C015639,Wrong Item,2025-10-26,22
O210713,C015640,Payment Failure,2025-12-11,16
O210745,C015641,Refund Not Processed,2025-12-28,11
O210756,C015642,App Issue,2025-12-17,37
O210760,C015643,Refund Not Processed,2025-10-24,26
O210775,C015644,App Issue,2025-12-19,34
O210805,C015645,Missing Item,2025-10-11,10
O210825,C015646,Late Delivery,2025-11-06,11
O210851,C015647,Refund Not Processed,2025-10-05,40
O210856,C015648,Late Delivery,2025-11-13,33
O210858,C015649,Late Delivery,2025-10-26,33
O210869,C015650,Wrong Item,2025-11-17,34
O210894,C015651,Payment Failure,2025-11-16,23
O210905,C015652,App Issue,2025-11-10,7
O210909,C015653,Refund Not Processed,2025-12-02,43
O210912,C015654,Food Quality,2025-11-28,18
O210937,C015655,App Issue,2025-12-25,6
O210938,C015656,Late Delivery,2025-10-06,9
O210942,C015657,App Issue,2025-10-11,18
O210946,C015658,Late Delivery,2025-12-01,11
O210947,C015659,Refund Not Processed,2025-11-18,40
O210962,C015660,Late Delivery,2025-11-09,13
O210980,C015661,App Issue,2025-10-23,23
O210983,C015662,Late Delivery,2025-10-01,31
O210990,C015663,App Issue,2025-12-01,11
O210993,C015664,Missing Item,2025-10-02,23
O211025,C015665,Refund Not Processed,2025-10-18,11
O211031,C015666,Missing Item,2025-12-18,21
O211057,C015667,Refund Not Processed,2025-10-23,9
O211064,C015668,Late Delivery,2025-10-21,22
O211073,C015669,Payment Failure,2025-10-10,31
O211076,C015670,Late Delivery,2025-12-14,13
O211081,C015671,Payment Failure,2025-11-22,37
O211108,C015672,Refund Not Processed,2025-10-27,12
O211151,C015673,Late Delivery,2025-10-18,9
O211177,C015674,Food Quality,2025-12-02,34
O211182,C015675,Late Delivery,2025-11-12,7
O211200,C015676,Food Quality,2025-12-11,5
O211233,C015677,Wrong Item,2025-12-16,10
O211236,C015678,Missing Item,2025-12-27,38
O211238,C015679,Late Delivery,2025-12-26,4
O211248,C015680,Missing Item,2025-10-16,31
O211255,C015681,Food Quality,2025-12-24,15
O211262,C015682,App Issue,2025-10-04,26
O211268,C015683,App Issue,2025-10-11,45
O211270,C015684,Wrong Item,2025-12-26,45
O211272,C015685,Payment Failure,2025-12-15,5
O211277,C015686,Refund Not Processed,2025-11-02,4
O211281,C015687,Late Delivery,2025-11-11,17
O211284,C015688,App Issue,2025-12-23,31
O211297,C015689,Missing Item,2025-10-08,47
O211360,C015690,Late Delivery,2025-11-16,16
O211365,C015691,App Issue,2025-10-04,39
O211424,C015692,Refund Not Processed,2025-11-08,19
O211439,C015693,Late Delivery,2025-11-18,34
O211460,C015694,Wrong Item,2025-10-27,33
O211473,C015695,Food Quality,2025-12-25,10
O211480,C015696,Payment Failure,2025-11-28,38
O211500,C015697,Late Delivery,2025-12-07,8
O211506,C015698,Late Delivery,2025-10-31,10
O211517,C015699,Food Quality,2025-12-08,9
O211530,C015700,Payment Failure,2025-12-08,6
O211544,C015701,Late Delivery,2025-11-28,12
O211551,C015702,Payment Failure,2025-10-27,38
O211566,C015703,App Issue,2025-11-04,21
O211570,C015704,Payment Failure,2025-10-01,35
O211571,C015705,App Issue,2025-12-22,43
O211575,C015706,Missing Item,2025-11-17,45
O211592,C015707,Refund Not Processed,2025-12-12,15
O211599,C015708,Refund Not Processed,2025-11-25,35
O211600,C015709,App Issue,2025-12-15,44
O211603,C015710,Food Quality,2025-12-20,21
O211663,C015711,Late Delivery,2025-10-02,18
O211667,C015712,Refund Not Processed,2025-10-21,27
O211668,C015713,Refund Not Processed,2025-10-04,30
O211676,C015714,Late Delivery,2025-11-10,10
O211695,C015715,Wrong Item,2025-11-21,17
O211714,C015716,Late Delivery,2025-11-08,13
O211743,C015717,App Issue,2025-10-11,9
O211779,C015718,Late Delivery,2025-11-07,22
O211783,C015719,Wrong Item,2025-12-01,18
O211796,C015720,Food Quality,2025-10-20,34
O211819,C015721,Refund Not Processed,2025-11-16,36
O211820,C015722,Late Delivery,2025-11-17,43
O211828,C015723,Late Delivery,2025-11-12,16
O211861,C015724,Late Delivery,2025-11-24,39
O211866,C015725,Food Quality,2025-10-25,27
O211873,C015726,Food Quality,2025-10-14,30
O211874,C015727,App Issue,2025-11-19,41
O211879,C015728,Missing Item,2025-11-22,6
O211915,C015729,Late Delivery,2025-11-28,39
O211916,C015730,Late Delivery,2025-11-14,16
O211934,C015731,Refund Not Processed,2025-12-19,24
O211956,C015732,Late Delivery,2025-12-18,42
O211964,C015733,Refund Not Processed,2025-11-15,29
O211973,C015734,Late Delivery,2025-10-15,41
O211977,C015735,Late Delivery,2025-11-06,45
O212003,C015736,Food Quality,2025-12-08,31
O212006,C015737,Food Quality,2025-11-26,43
O212018,C015738,App Issue,2025-10-28,32
O212036,C015739,Refund Not Processed,2025-10-22,26
O212045,C015740,Late Delivery,2025-12-18,19
O212091,C015741,Late Delivery,2025-12-08,14
O212110,C015742,App Issue,2025-12-01,27
O212134,C015743,App Issue,2025-12-25,14
O212137,C015744,Food Quality,2025-12-10,8
O212154,C015745,App Issue,2025-11-17,10
O212164,C015746,Missing Item,2025-11-18,23
O212180,C015747,Late Delivery,2025-10-16,10
O212186,C015748,Late Delivery,2025-12-22,11
O212187,C015749,Refund Not Processed,2025-10-03,44
O212238,C015750,Late Delivery,2025-10-18,39
O212248,C015751,Late Delivery,2025-11-02,16
O212338,C015752,Late Delivery,2025-10-29,22
O212339,C015753,Refund Not Processed,2025-10-20,30
O212347,C015754,Food Quality,2025-10-06,36
O212350,C015755,App Issue,2025-12-27,25
O212353,C015756,Food Quality,2025-12-02,4
O212368,C015757,Refund Not Processed,2025-12-04,7
O212376,C015758,App Issue,2025-10-01,5
O212389,C015759,Food Quality,2025-10-12,39
O212407,C015760,Late Delivery,2025-10-17,5
O212408,C015761,Wrong Item,2025-11-22,27
O212410,C015762,App Issue,2025-12-06,46
O212421,C015763,Late Delivery,2025-12-24,34
O212423,C015764,Payment Failure,2025-12-22,37
O212428,C015765,Missing Item,2025-12-14,28
O212431,C015766,Payment Failure,2025-10-30,47
O212442,C015767,Food Quality,2025-10-25,8
O212471,C015768,Payment Failure,2025-12-16,32
O212487,C015769,Refund Not Processed,2025-10-28,28
O212495,C015770,Payment Failure,2025-11-05,32
O212497,C015771,Late Delivery,2025-12-17,4
O212511,C015772,Payment Failure,2025-12-04,28
O212514,C015773,Wrong Item,2025-10-07,28
O212519,C015774,Late Delivery,2025-10-10,47
O212521,C015775,App Issue,2025-11-30,28
O212530,C015776,Missing Item,2025-12-26,31
O212564,C015777,Missing Item,2025-10-03,38
O212570,C015778,Refund Not Processed,2025-11-24,8
O212581,C015779,Late Delivery,2025-11-28,29
O212583,C015780,Late Delivery,2025-12-02,6
O212595,C015781,Refund Not Processed,2025-11-18,6
O212602,C015782,App Issue,2025-12-24,20
O212617,C015783,Payment Failure,2025-10-19,28
O212633,C015784,Food Quality,2025-12-27,23
O212637,C015785,Refund Not Processed,2025-12-07,22
O212638,C015786,Late Delivery,2025-12-13,17
O212647,C015787,Refund Not Processed,2025-12-24,10
O212648,C015788,App Issue,2025-11-24,39
O212653,C015789,App Issue,2025-10-04,39
O212673,C015790,Food Quality,2025-11-12,36
O212699,C015791,Refund Not Processed,2025-10-20,23
O212737,C015792,Food Quality,2025-10-03,33
O212747,C015793,App Issue,2025-11-27,25
O212762,C015794,Late Delivery,2025-10-24,31
O212765,C015795,Refund Not Processed,2025-12-09,33
O212814,C015796,Food Quality,2025-12-24,29
O212838,C015797,Payment Failure,2025-12-21,39
O212885,C015798,Late Delivery,2025-12-25,13
O212886,C015799,Late Delivery,2025-11-01,46
O212893,C015800,App Issue,2025-11-13,20
O212895,C015801,Wrong Item,2025-10-15,38
O212930,C015802,Food Quality,2025-10-31,33
O212946,C015803,Missing Item,2025-11-14,27
O212952,C015804,Food Quality,2025-11-24,40
O212966,C015805,Refund Not Processed,2025-10-09,41
O212994,C015806,Late Delivery,2025-11-22,19
O213005,C015807,Refund Not Processed,2025-11-16,22
O213010,C015808,App Issue,2025-12-06,9
O213016,C015809,Late Delivery,2025-10-03,21
O213025,C015810,Wrong Item,2025-11-29,15
O213079,C015811,Food Quality,2025-12-28,38
O213093,C015812,Food Quality,2025-10-20,25
O213111,C015813,Missing Item,2025-12-14,38
O213134,C015814,Refund Not Processed,2025-11-25,17
O213139,C015815,Late Delivery,2025-11-07,39
O213150,C015816,Food Quality,2025-12-03,9
O213164,C015817,Payment Failure,2025-11-22,24
O213165,C015818,Late Delivery,2025-11-22,19
O213181,C015819,Late Delivery,2025-10-20,31
O213209,C015820,Payment Failure,2025-10-26,10
O213230,C015821,App Issue,2025-10-19,43
O213235,C015822,Late Delivery,2025-11-27,16
O213236,C015823,Late Delivery,2025-10-09,14
O213237,C015824,Late Delivery,2025-11-14,28
O213253,C015825,Late Delivery,2025-10-14,20
O213256,C015826,Payment Failure,2025-11-13,42
O213262,C015827,Refund Not Processed,2025-10-26,17
O213302,C015828,Late Delivery,2025-10-17,6
O213308,C015829,Payment Failure,2025-11-19,27
O213322,C015830,App Issue,2025-12-29,44
O213328,C015831,Late Delivery,2025-11-16,42
O213381,C015832,Food Quality,2025-11-28,28
O213387,C015833,Refund Not Processed,2025-10-31,36
O213391,C015834,App Issue,2025-10-14,30
O213422,C015835,App Issue,2025-10-12,13
O213429,C015836,Food Quality,2025-11-25,8
O213431,C015837,Refund Not Processed,2025-10-31,37
O213432,C015838,Food Quality,2025-11-07,31
O213443,C015839,Late Delivery,2025-10-21,11
O213456,C015840,Missing Item,2025-10-22,40
O213462,C015841,Late Delivery,2025-11-10,7
O213475,C015842,Refund Not Processed,2025-12-18,33
O213479,C015843,Food Quality,2025-12-14,20
O213481,C015844,Late Delivery,2025-11-22,29
O213500,C015845,Late Delivery,2025-12-20,21
O213505,C015846,Food Quality,2025-10-21,12
O213517,C015847,Late Delivery,2025-10-12,26
O213546,C015848,Late Delivery,2025-10-28,44
O213565,C015849,Refund Not Processed,2025-10-18,16
O213567,C015850,App Issue,2025-10-27,40
O213570,C015851,Food Quality,2025-10-19,37
O213599,C015852,Refund Not Processed,2025-11-14,11
O213614,C015853,Late Delivery,2025-10-30,12
O213657,C015854,App Issue,2025-11-03,46
O213660,C015855,Refund Not Processed,2025-11-09,4
O213728,C015856,Food Quality,2025-12-18,38
O213749,C015857,Late Delivery,2025-12-25,8
O213801,C015858,Refund Not Processed,2025-11-16,27
O213814,C015859,Late Delivery,2025-11-24,6
O213818,C015860,Wrong Item,2025-10-15,33
O213825,C015861,Late Delivery,2025-11-16,38
O213830,C015862,Late Delivery,2025-12-13,38
O213836,C015863,Missing Item,2025-12-14,13
O213854,C015864,App Issue,2025-10-17,26
O213902,C015865,Refund Not Processed,2025-11-12,9
O213908,C015866,Food Quality,2025-12-05,43
O213911,C015867,Late Delivery,2025-12-02,33
O213913,C015868,Late Delivery,2025-12-22,23
O213923,C015869,Refund Not Processed,2025-12-05,25
O213925,C015870,Late Delivery,2025-10-05,10
O213945,C015871,Food Quality,2025-12-15,42
O213946,C015872,Late Delivery,2025-10-17,24
O213956,C015873,Refund Not Processed,2025-11-06,42
O213958,C015874,Refund Not Processed,2025-12-25,40
O213959,C015875,Payment Failure,2025-12-29,42
O213967,C015876,Refund Not Processed,2025-10-09,24
O214002,C015877,Late Delivery,2025-10-22,39
O214021,C015878,Late Delivery,2025-10-21,42
O214026,C015879,Refund Not Processed,2025-10-29,44
O214039,C015880,Refund Not Processed,2025-12-24,39
O214057,C015881,Wrong Item,2025-11-23,6
O214066,C015882,Late Delivery,2025-12-07,4
O214073,C015883,App Issue,2025-11-29,9
O214085,C015884,Late Delivery,2025-10-05,30
O214090,C015885,Refund Not Processed,2025-11-18,26
O214112,C015886,Late Delivery,2025-12-17,13
O214145,C015887,Late Delivery,2025-10-09,47
O214151,C015888,Food Quality,2025-11-21,10
O214166,C015889,Refund Not Processed,2025-10-01,39
O214188,C015890,Late Delivery,2025-10-29,6
O214192,C015891,Payment Failure,2025-10-06,20
O214200,C015892,Late Delivery,2025-12-27,45
O214207,C015893,Wrong Item,2025-10-17,42
O214213,C015894,App Issue,2025-10-01,14
O214216,C015895,Payment Failure,2025-10-15,36
O214234,C015896,App Issue,2025-11-07,35
O214251,C015897,Food Quality,2025-11-08,28
O214276,C015898,Late Delivery,2025-11-11,7
O214287,C015899,Food Quality,2025-11-23,14
O214289,C015900,Refund Not Processed,2025-12-12,22
O214311,C015901,Payment Failure,2025-12-26,13
O214321,C015902,Refund Not Processed,2025-11-16,25
O214327,C015903,Refund Not Processed,2025-10-11,14
O214354,C015904,Late Delivery,2025-10-06,21
O214373,C015905,Late Delivery,2025-10-25,38
O214384,C015906,Refund Not Processed,2025-12-19,18
O214407,C015907,App Issue,2025-12-26,45
O214426,C015908,Wrong Item,2025-12-03,40
O214452,C015909,Missing Item,2025-10-10,8
O214457,C015910,Late Delivery,2025-10-26,30
O214484,C015911,Refund Not Processed,2025-12-07,11
O214512,C015912,Refund Not Processed,2025-11-10,16
O214575,C015913,App Issue,2025-12-02,24
O214580,C015914,Refund Not Processed,2025-10-07,38
O214605,C015915,App Issue,2025-11-12,33
O214611,C015916,Refund Not Processed,2025-11-26,38
O214629,C015917,App Issue,2025-12-24,9
O214634,C015918,Refund Not Processed,2025-10-13,11
O214651,C015919,Refund Not Processed,2025-11-25,20
O214664,C015920,Refund Not Processed,2025-12-08,24
O214676,C015921,Late Delivery,2025-11-12,40
O214731,C015922,Food Quality,2025-12-05,10
