restaurant_id,city,cuisine,avg_rating,onboarding_date,commission_percentage
R8033,Mumbai,Multi Cuisine,4.4,2025-04-22,18
R8034,Ahmedabad,Chinese,3.1,2025-03-18,23
R8035,Bangalore,Multi Cuisine,4.4,2024-01-13,25
R8036,Mumbai,Thai,3.2,2024-06-01,20
R8037,Chennai,Multi Cuisine,4.2,2024-04-14,25
R8038,Jaipur,Chinese,4.2,2025-03-14,20
R8039,Lucknow,Chinese,4.0,2024-09-29,24
R8040,Jaipur,Chinese,3.9,2024-09-18,22
R8041,Hyderabad,Multi Cuisine,4.6,2024-05-28,22
R8042,Bangalore,Biryani,4.1,2024-09-12,25
R8043,Hyderabad,Chinese,3.5,2024-10-03,19
R8044,Chennai,Fast Food,4.4,2025-02-15,22
R8045,Kolkata,Multi Cuisine,3.2,2024-11-27,20
R8046,Ahmedabad,Biryani,3.5,2024-11-23,15
R8047,Kolkata,Thai,4.4,2024-12-22,27
R8048,Mumbai,Fast Food,4.7,2024-07-29,19
R8049,Ahmedabad,Italian,4.6,2025-05-09,21
R8050,Lucknow,Fast Food,3.4,2025-03-22,18
R8051,Kolkata,Biryani,4.5,2024-03-22,24
R8052,Chennai,Italian,3.9,2024-01-20,24
R8053,Pune,Thai,3.7,2024-07-22,22
R8054,Hyderabad,Italian,3.8,2024-05-12,22
R8055,Bangalore,Chinese,4.2,2024-05-30,27
R8056,Pune,Multi Cuisine,3.7,2024-04-16,24
R8057,Hyderabad,Fast Food,2.9,2024-07-30,22
R8058,Hyderabad,Chinese,2.9,2024-05-16,22
R8059,Pune,Chinese,3.8,2024-12-08,22
R8060,Bangalore,Chinese,3.7,2024-08-17,22
R8061,Lucknow,Chinese,4.4,2024-05-07,17
R8062,Lucknow,Biryani,3.2,2024-01-09,27
R8063,Delhi,Thai,4.0,2024-04-13,15
R8064,Ahmedabad,Fast Food,4.0,2025-03-11,24
R8065,Lucknow,Biryani,3.2,2025-02-16,15
R8066,Kolkata,Thai,3.2,2024-06-13,22
R8067,Jaipur,Biryani,4.3,2024-10-12,17
R8068,Jaipur,Multi Cuisine,3.3,2024-11-28,21
R8069,Delhi,Italian,3.3,2024-03-31,24
R8070,Delhi,Chinese,3.3,2024-01-17,18
R8071,Delhi,Fast Food,4.2,2024-06-26,25
R8072,Chennai,Fast Food,4.1,2025-01-22,25
R8073,Pune,Fast Food,4.7,2024-07-13,20
R8074,Hyderabad,Multi Cuisine,3.7,2025-01-13,26
R8075,Kolkata,Fast Food,3.2,2024-08-24,21
R8076,Lucknow,Multi Cuisine,3.7,2024-10-28,15
R8077,Pune,Chinese,3.8,2025-05-06,15
R8078,Jaipur,Multi Cuisine,3.2,2024-01-19,22
R8079,Delhi,Italian,4.3,2024-09-13,21
R8080,Jaipur,Thai,3.0,2024-03-12,17
R8081,Ahmedabad,Biryani,2.9,2024-03-06,25
R8082,Chennai,Italian,3.1,2024-02-21,24
R8083,Pune,Italian,2.9,2024-09-04,22
R8084,Jaipur,Thai,3.0,2024-08-14,24
R8085,Jaipur,Chinese,3.0,2024-01-03,17
R8086,Hyderabad,Italian,4.2,2024-07-27,16
R8087,Lucknow,Multi Cuisine,4.3,2024-09-11,26
R8088,Pune,Thai,3.5,2025-03-03,16
R8089,Delhi,Indian,3.2,2024-08-30,21
R8090,Jaipur,Fast Food,4.3,2024-09-12,17
R8091,Delhi,Thai,3.1,2024-04-12,15
R8092,Mumbai,Indian,3.6,2024-01-31,20
R8093,Delhi,Chinese,3.9,2024-09-22,23
R8094,Chennai,Fast Food,3.9,2024-03-14,18
R8095,Hyderabad,Italian,3.7,2024-03-22,23
R8096,Hyderabad,Italian,3.9,2024-06-30,15
R8097,Mumbai,Fast Food,4.1,2024-04-12,17
R8098,Mumbai,Chinese,3.3,2025-03-11,25
R8099,Pune,Indian,3.6,2024-11-09,22
R8100,Jaipur,Chinese,4.2,2025-03-28,25
R8101,Jaipur,Italian,3.1,2024-07-16,25
R8102,Ahmedabad,Chinese,3.5,2024-07-04,22
R8103,Lucknow,Thai,2.9,2024-01-31,25
R8104,Jaipur,Chinese,3.2,2024-06-12,20
R8105,Hyderabad,Italian,3.6,2024-09-26,20
R8106,Bangalore,Fast Food,3.3,2024-08-12,20
R8107,Delhi,Multi Cuisine,4.4,2024-08-08,24
R8108,Pune,Fast Food,3.6,2024-03-23,20
R8109,Pune,Indian,3.4,2024-07-20,26
R8110,Mumbai,Chinese,4.7,2024-03-27,17
R8111,Delhi,Biryani,4.1,2025-02-28,16
R8112,Lucknow,Fast Food,4.2,2024-05-15,19
R8113,Mumbai,Thai,4.5,2024-08-03,20
R8114,Bangalore,Thai,3.4,2024-03-10,17
R8115,Lucknow,Thai,3.9,2024-12-22,22
R8116,Mumbai,Multi Cuisine,3.6,2024-03-31,21
R8117,Bangalore,Biryani,3.4,2025-02-19,26
R8118,Hyderabad,Chinese,2.8,2024-02-12,18
R8119,Chennai,Chinese,3.1,2024-06-06,26
R8120,Ahmedabad,Multi Cuisine,4.4,2024-06-23,25
R8121,Pune,Fast Food,3.1,2024-09-06,15
R8122,Delhi,Multi Cuisine,4.6,2025-01-21,22
R8123,Pune,Italian,3.3,2025-01-28,15
R8124,Mumbai,Italian,3.7,2025-04-10,19
R8125,Pune,Fast Food,4.5,2024-03-17,19
R8126,Pune,Indian,3.5,2025-02-04,27
R8127,Delhi,Italian,3.3,2024-12-01,25
R8128,Hyderabad,Indian,2.9,2024-12-06,21
R8129,Lucknow,Multi Cuisine,4.7,2024-05-04,16
R8130,Bangalore,Multi Cuisine,3.6,2024-07-22,19
R8131,Ahmedabad,Thai,4.6,2024-12-01,22
R8132,Hyderabad,Chinese,3.7,2024-11-11,19
R8133,Lucknow,Biryani,4.6,2024-09-26,24
R8134,Kolkata,Fast Food,3.0,2024-09-22,19
R8135,Bangalore,Biryani,3.7,2024-09-29,19
R8136,Lucknow,Chinese,3.7,2025-02-06,24
R8137,Kolkata,Multi Cuisine,4.7,2025-01-27,22
R8138,Mumbai,Chinese,3.8,2024-07-10,21
R8139,Chennai,Multi Cuisine,3.0,2024-06-22,18
R8140,Chennai,Italian,4.6,2024-07-05,22
R8141,Hyderabad,Multi Cuisine,4.7,2024-07-16,17
R8142,Hyderabad,Italian,3.6,2025-01-10,25
R8143,Pune,Thai,4.4,2025-01-17,24
R8144,Mumbai,Indian,2.9,2024-06-24,20
R8145,Bangalore,Indian,3.6,2025-04-10,27
R8146,Lucknow,Indian,3.8,2024-04-06,18
R8147,Kolkata,Indian,4.5,2024-05-12,16
R8148,Lucknow,Italian,3.0,2024-03-03,15
R8149,Chennai,Multi Cuisine,3.6,2024-10-10,27
R8150,Hyderabad,Indian,3.8,2024-10-25,23
R8151,Jaipur,Indian,4.1,2024-01-08,18
R8152,Ahmedabad,Fast Food,3.0,2024-05-01,26
R8153,Jaipur,Chinese,3.4,2025-02-21,23
R8154,Ahmedabad,Italian,2.9,2024-08-24,21
R8155,Mumbai,Italian,3.1,2024-07-26,27
R8156,Hyderabad,Fast Food,3.8,2025-02-28,15
R8157,Bangalore,Fast Food,3.3,2024-03-18,24
R8158,Lucknow,Fast Food,3.8,2024-06-28,19
R8159,Lucknow,Chinese,4.4,2024-05-24,20
R8160,Delhi,Italian,3.6,2024-08-28,22
R8161,Hyderabad,Fast Food,4.2,2025-01-23,25
R8162,Kolkata,Indian,4.3,2025-02-16,20
R8163,Chennai,Indian,3.9,2024-05-26,22
R8164,Chennai,Multi Cuisine,3.3,2024-04-28,15
R8165,Pune,Fast Food,4.4,2024-06-02,17
R8166,Lucknow,Fast Food,3.6,2025-01-13,15
R8167,Bangalore,Italian,4.0,2024-12-14,23
R8168,Mumbai,Italian,3.8,2024-11-26,19
R8169,Kolkata,Thai,4.1,2024-10-26,17
R8170,Jaipur,Fast Food,4.5,2024-01-25,16
R8171,Jaipur,Biryani,3.5,2024-08-08,21
R8172,Bangalore,Chinese,4.6,2024-05-25,26
R8173,Delhi,Chinese,3.0,2024-08-08,16
R8174,Mumbai,Thai,3.3,2024-02-08,25
R8175,Ahmedabad,Multi Cuisine,4.6,2024-09-01,26
R8176,Chennai,Chinese,2.9,2025-05-02,17
R8177,Jaipur,Chinese,3.7,2024-10-23,20
R8178,Bangalore,Chinese,3.3,2025-05-04,18
R8179,Delhi,Fast Food,4.4,2024-06-06,22
R8180,Bangalore,Fast Food,3.0,2024-12-07,21
R8181,Hyderabad,Biryani,3.1,2024-07-04,21
R8182,Pune,Multi Cuisine,3.1,2024-08-11,17
R8183,Delhi,Indian,3.4,2024-02-04,22
R8184,Delhi,Chinese,4.5,2024-06-27,22
R8185,Delhi,Multi Cuisine,4.6,2024-12-22,22
R8186,Pune,Multi Cuisine,3.2,2025-04-21,25
R8187,Chennai,Biryani,3.8,2024-08-26,26
R8188,Ahmedabad,Chinese,4.1,2024-02-23,25
R8189,Ahmedabad,Fast Food,3.6,2025-03-06,18
R8190,Ahmedabad,Multi Cuisine,4.7,2024-10-27,17
R8191,Hyderabad,Fast Food,3.9,2024-08-19,17
R8192,Hyderabad,Thai,3.7,2024-04-14,17
R8193,Bangalore,Chinese,4.0,2024-12-07,19
R8194,Pune,Chinese,4.4,2025-01-01,19
R8195,Lucknow,Multi Cuisine,3.3,2024-02-22,26
R8196,Ahmedabad,Thai,4.6,2025-03-26,23
R8197,Kolkata,Thai,3.4,2025-05-08,15
R8198,Chennai,Biryani,4.1,2024-11-28,27
R8199,Hyderabad,Fast Food,4.2,2025-03-25,15
R8200,Bangalore,Chinese,4.6,2024-11-15,19
R8201,Bangalore,Multi Cuisine,4.1,2024-02-13,16
R8202,Ahmedabad,Biryani,4.7,2024-08-29,26
R8203,Hyderabad,Indian,4.2,2025-03-07,26
R8204,Delhi,Biryani,4.4,2024-07-19,20
R8205,Chennai,Biryani,4.4,2024-02-08,27
R8206,Mumbai,Chinese,4.0,2025-03-24,17
R8207,Lucknow,Indian,4.6,2025-02-24,27
R8208,Bangalore,Thai,3.5,2024-09-29,25
R8209,Chennai,Italian,3.2,2024-09-23,18
R8210,Hyderabad,Thai,3.1,2024-09-23,27
R8211,Bangalore,Indian,3.9,2024-11-05,18
R8212,Mumbai,Thai,4.6,2025-03-25,20
R8213,Lucknow,Multi Cuisine,4.0,2024-09-20,25
R8214,Ahmedabad,Italian,4.6,2024-05-21,19
R8215,Kolkata,Biryani,3.1,2024-10-28,24
R8216,Jaipur,Indian,4.2,2024-04-16,26
R8217,Delhi,Thai,4.8,2024-11-19,16
R8218,Delhi,Thai,3.9,2025-02-03,18
R8219,Lucknow,Fast Food,4.4,2024-11-22,19
R8220,Hyderabad,Italian,3.9,2024-06-09,19
R8221,Hyderabad,Indian,4.5,2024-12-10,25
R8222,Ahmedabad,Chinese,4.0,2024-05-13,24
R8223,Hyderabad,Multi Cuisine,3.2,2025-03-11,16
R8224,Pune,Italian,3.3,2024-05-15,15
R8225,Chennai,Thai,3.5,2024-09-03,21
R8226,Lucknow,Italian,4.7,2025-02-17,17
R8227,Pune,Italian,4.1,2025-01-25,19
R8228,Chennai,Chinese,3.8,2024-04-23,23
R8229,Ahmedabad,Fast Food,3.5,2024-01-19,16
R8230,Bangalore,Fast Food,4.6,2024-03-03,22
R8231,Hyderabad,Biryani,3.4,2024-01-03,19
R8232,Bangalore,Thai,3.7,2025-04-02,27
R8233,Bangalore,Biryani,3.1,2024-06-07,21
R8234,Mumbai,Indian,3.6,2025-03-06,21
R8235,Pune,Indian,4.6,2024-09-09,18
R8236,Delhi,Indian,2.9,2024-01-13,21
R8237,Bangalore,Chinese,2.9,2024-04-04,20
R8238,Bangalore,Fast Food,3.7,2024-06-19,25
R8239,Delhi,Chinese,4.1,2024-07-19,23
R8240,Delhi,Chinese,2.9,2024-05-26,25
R8241,Lucknow,Multi Cuisine,3.7,2025-02-14,24
R8242,Lucknow,Italian,2.9,2025-02-21,18
R8243,Pune,Thai,4.1,2024-08-15,20
R8244,Jaipur,Biryani,4.2,2024-10-01,26
R8245,Bangalore,Biryani,4.6,2024-09-30,18
R8246,Jaipur,Thai,4.7,2024-11-16,23
R8247,Kolkata,Fast Food,4.4,2024-05-07,25
R8248,Bangalore,Fast Food,3.8,2024-04-02,24
R8249,Delhi,Thai,3.2,2025-05-13,26
R8250,Chennai,Italian,4.2,2024-10-30,15
R8251,Lucknow,Italian,4.8,2025-01-30,16
R8252,Mumbai,Chinese,4.5,2024-08-19,27
R8253,Mumbai,Italian,4.0,2024-11-21,22
R8254,Chennai,Multi Cuisine,4.6,2025-05-05,19
R8255,Lucknow,Biryani,3.5,2025-02-06,20
R8256,Chennai,Thai,3.9,2025-02-13,26
R8257,Lucknow,Indian,3.8,2024-02-07,20
R8258,Kolkata,Indian,3.8,2024-10-07,15
R8259,Pune,Chinese,4.7,2024-07-27,21
R8260,Bangalore,Chinese,3.3,2024-09-24,16
R8261,Bangalore,Biryani,2.9,2024-07-30,21
R8262,Chennai,Chinese,2.8,2024-03-03,25
R8263,Mumbai,Biryani,3.2,2024-06-16,25
R8264,Bangalore,Fast Food,3.9,2025-02-15,24
R8265,Lucknow,Thai,4.4,2024-05-13,19
R8266,Delhi,Indian,3.3,2024-07-06,18
R8267,Delhi,Thai,3.2,2024-09-09,25
R8268,Jaipur,Biryani,3.6,2025-01-02,23
R8269,Bangalore,Italian,4.2,2025-03-11,23
R8270,Chennai,Multi Cuisine,3.2,2024-05-30,20
R8271,Bangalore,Biryani,4.1,2024-08-10,15
R8272,Lucknow,Indian,3.8,2024-05-09,15
R8273,Bangalore,Indian,3.0,2025-04-25,24
R8274,Jaipur,Thai,3.7,2024-07-19,16
R8275,Kolkata,Italian,3.4,2024-06-02,16
R8276,Lucknow,Thai,3.9,2024-05-24,24
R8277,Delhi,Biryani,4.2,2024-03-21,22
R8278,Mumbai,Indian,4.7,2024-04-18,25
R8279,Kolkata,Biryani,4.1,2024-10-12,26
R8280,Delhi,Chinese,3.0,2025-04-29,17
R8281,Delhi,Biryani,4.0,2024-02-17,26
R8282,Pune,Indian,4.3,2025-04-22,15
R8283,Lucknow,Italian,3.7,2025-05-08,20
R8284,Mumbai,Chinese,4.0,2025-01-06,22
R8285,Jaipur,Italian,3.6,2024-02-29,25
R8286,Kolkata,Italian,3.1,2025-04-08,25
R8287,Kolkata,Fast Food,3.3,2025-01-05,27
R8288,Lucknow,Italian,3.8,2024-01-21,20
R8289,Chennai,Multi Cuisine,4.2,2024-05-01,18
R8290,Chennai,Multi Cuisine,3.9,2024-09-30,23
R8291,Bangalore,Multi Cuisine,3.9,2024-10-09,24
R8292,Ahmedabad,Biryani,3.6,2024-07-15,22
R8293,Lucknow,Multi Cuisine,3.2,2024-11-28,15
R8294,Hyderabad,Multi Cuisine,3.5,2025-02-13,20
R8295,Mumbai,Multi Cuisine,3.2,2025-03-20,22
R8296,Delhi,Indian,4.1,2024-03-24,18
R8297,Hyderabad,Indian,4.1,2024-01-05,25
R8298,Mumbai,Biryani,4.2,2024-09-25,23
R8299,Lucknow,Italian,3.0,2024-03-02,23
R8300,Pune,Fast Food,3.5,2024-11-09,16
R8301,Lucknow,Thai,4.2,2025-02-27,27
R8302,Lucknow,Thai,4.4,2025-02-24,23
R8303,Kolkata,Fast Food,4.8,2024-02-17,17
R8304,Ahmedabad,Biryani,4.7,2024-06-17,21
R8305,Delhi,Thai,3.1,2024-06-21,24
R8306,Jaipur,Biryani,4.4,2024-02-25,21
R8307,Jaipur,Thai,4.1,2024-03-30,27
R8308,Hyderabad,Indian,2.8,2024-09-27,16
R8309,Delhi,Thai,4.6,2024-07-19,21
R8310,Ahmedabad,Biryani,3.8,2025-03-19,18
R8311,Bangalore,Chinese,4.3,2024-10-05,22
R8312,Delhi,Italian,3.9,2025-05-07,22
R8313,Bangalore,Thai,3.5,2024-10-03,23
R8314,Mumbai,Chinese,3.8,2025-03-10,21
R8315,Lucknow,Biryani,4.5,2024-06-12,26
R8316,Kolkata,Multi Cuisine,3.2,2025-02-21,16
R8317,Pune,Italian,3.9,2025-03-25,21
R8318,Jaipur,Biryani,4.1,2024-07-28,18
R8319,Mumbai,Fast Food,4.0,2024-06-03,22
R8320,Ahmedabad,Thai,3.6,2024-08-29,22
R8321,Bangalore,Multi Cuisine,3.1,2024-09-13,15
R8322,Chennai,Indian,3.3,2024-12-05,22
R8323,Jaipur,Multi Cuisine,3.7,2025-03-12,27
R8324,Jaipur,Biryani,3.2,2024-08-02,24
R8325,Delhi,Chinese,4.3,2024-06-14,26
R8326,Mumbai,Indian,3.4,2024-04-23,26
R8327,Pune,Fast Food,3.2,2024-06-15,18
R8328,Delhi,Fast Food,3.5,2024-10-10,27
R8329,Mumbai,Multi Cuisine,3.3,2025-01-07,16
R8330,Lucknow,Thai,4.2,2024-08-26,24
R8331,Ahmedabad,Multi Cuisine,4.4,2025-02-16,22
R8332,Pune,Thai,3.6,2025-02-20,18
R8333,Lucknow,Fast Food,4.1,2024-08-28,24
R8334,Delhi,Biryani,3.2,2024-03-09,20
R8335,Bangalore,Fast Food,3.5,2024-02-03,20
R8336,Pune,Indian,3.1,2025-01-26,24
R8337,Delhi,Biryani,3.2,2024-08-25,22
R8338,Kolkata,Biryani,3.7,2024-02-04,19
R8339,Pune,Italian,4.1,2025-02-06,21
R8340,Pune,Indian,3.1,2024-02-27,27
R8341,Lucknow,Biryani,3.9,2024-05-04,20
R8342,Ahmedabad,Indian,3.7,2024-10-24,20
R8343,Delhi,Biryani,2.8,2024-07-02,15
R8344,Delhi,Thai,4.5,2024-07-21,19
R8345,Kolkata,Fast Food,4.0,2024-11-12,19
R8346,Delhi,Thai,3.3,2024-07-08,16
R8347,Jaipur,Italian,4.0,2024-06-06,23
R8348,Lucknow,Chinese,4.7,2025-01-03,27
R8349,Pune,Italian,2.8,2024-03-05,22
R8350,Mumbai,Multi Cuisine,4.7,2025-03-02,26
R8351,Pune,Thai,4.1,2024-04-28,18
R8352,Pune,Multi Cuisine,3.9,2024-10-29,16
R8353,Mumbai,Italian,3.6,2025-04-09,26
R8354,Pune,Indian,3.1,2024-09-03,19
R8355,Chennai,Indian,2.8,2024-09-22,24
R8356,Kolkata,Chinese,3.7,2024-03-16,21
R8357,Jaipur,Indian,3.9,2024-07-09,23
R8358,Jaipur,Fast Food,4.8,2024-11-13,21
R8359,Ahmedabad,Multi Cuisine,3.9,2025-04-28,21
R8360,Bangalore,Multi Cuisine,4.2,2024-08-09,27
R8361,Chennai,Thai,4.1,2024-07-18,20
R8362,Bangalore,Indian,4.6,2024-06-09,23
R8363,Kolkata,Multi Cuisine,3.8,2025-03-17,25
R8364,Delhi,Chinese,3.2,2024-11-08,17
R8365,Delhi,Biryani,3.3,2024-02-26,21
R8366,Lucknow,Indian,3.5,2024-11-05,24
R8367,Chennai,Thai,3.2,2024-09-25,16
R8368,Chennai,Italian,4.4,2024-10-16,23
R8369,Kolkata,Multi Cuisine,3.5,2025-02-09,19
R8370,Jaipur,Italian,3.6,2024-10-25,23
R8371,Kolkata,Indian,3.8,2024-09-28,26
R8372,Kolkata,Fast Food,3.4,2024-03-14,20
R8373,Jaipur,Multi Cuisine,3.1,2024-12-11,22
R8374,Ahmedabad,Italian,4.3,2024-02-09,19
R8375,Delhi,Fast Food,4.0,2024-01-25,15
R8376,Chennai,Chinese,3.2,2024-12-22,24
R8377,Mumbai,Indian,2.9,2024-09-25,26
R8378,Lucknow,Biryani,3.9,2024-06-17,19
R8379,Lucknow,Italian,4.1,2025-03-12,20
R8380,Bangalore,Biryani,3.3,2025-03-09,27
R8381,Mumbai,Thai,3.6,2024-09-07,19
R8382,Lucknow,Italian,4.6,2024-11-02,25
R8383,Hyderabad,Fast Food,3.8,2024-09-15,15
R8384,Delhi,Multi Cuisine,4.5,2024-04-02,15
R8385,Pune,Italian,3.9,2025-03-27,18
R8386,Lucknow,Multi Cuisine,4.0,2025-05-09,27
R8387,Lucknow,Chinese,4.0,2024-04-11,25
R8388,Ahmedabad,Fast Food,3.1,2024-04-14,21
R8389,Kolkata,Thai,2.9,2024-08-31,23
R8390,Delhi,Biryani,4.2,2024-12-07,18
R8391,Lucknow,Fast Food,4.0,2024-07-24,19
R8392,Chennai,Italian,3.5,2024-11-16,19
R8393,Delhi,Chinese,4.0,2024-02-05,24
R8394,Jaipur,Chinese,3.9,2025-02-11,19
R8395,Lucknow,Chinese,4.3,2024-07-19,26
R8396,Ahmedabad,Thai,4.0,2024-01-19,26
R8397,Chennai,Thai,4.1,2025-01-05,18
R8398,Lucknow,Multi Cuisine,3.9,2024-09-20,26
R8399,Lucknow,Biryani,3.1,2024-01-02,21
R8400,Hyderabad,Fast Food,4.5,2024-01-30,15
R8401,Hyderabad,Indian,3.6,2024-10-12,18
R8402,Jaipur,Biryani,3.2,2024-10-26,19
R8403,Delhi,Fast Food,4.7,2025-03-24,21
R8404,Lucknow,Chinese,4.1,2024-03-31,25
R8405,Bangalore,Italian,4.6,2025-05-03,17
R8406,Lucknow,Multi Cuisine,3.3,2024-06-14,27
R8407,Chennai,Italian,4.1,2025-01-05,16
R8408,Hyderabad,Italian,3.7,2024-04-29,18
R8409,Delhi,Thai,2.9,2024-09-13,21
R8410,Kolkata,Italian,3.7,2024-10-13,16
R8411,Ahmedabad,Indian,3.5,2024-10-18,21
R8412,Bangalore,Fast Food,3.0,2024-05-16,22
R8413,Kolkata,Fast Food,4.3,2024-09-15,20
R8414,Bangalore,Biryani,3.9,2024-04-22,23
R8415,Lucknow,Italian,2.9,2025-03-14,26
R8416,Mumbai,Biryani,3.3,2025-05-05,15
R8417,Kolkata,Italian,4.7,2024-05-30,24
R8418,Pune,Indian,4.2,2024-11-06,25
R8419,Pune,Indian,4.6,2024-09-20,16
R8420,Kolkata,Chinese,3.9,2025-02-01,18
R8421,Jaipur,Italian,4.5,2024-08-17,22
R8422,Chennai,Thai,3.8,2024-05-01,17
R8423,Mumbai,Italian,3.8,2024-08-24,25
R8424,Pune,Multi Cuisine,3.2,2025-01-31,22
R8425,Bangalore,Fast Food,4.4,2024-05-19,18
R8426,Jaipur,Indian,3.8,2025-05-01,25
R8427,Kolkata,Thai,3.2,2024-07-21,19
R8428,Chennai,Multi Cuisine,3.7,2024-05-19,17
R8429,Hyderabad,Multi Cuisine,3.7,2024-03-18,26
R8430,Hyderabad,Fast Food,2.9,2024-07-22,20
R8431,Lucknow,Biryani,4.3,2024-03-02,17
R8432,Chennai,Fast Food,2.8,2025-02-26,23
R8433,Pune,Multi Cuisine,3.9,2024-09-21,20
R8434,Kolkata,Italian,4.1,2024-05-04,15
R8435,Lucknow,Fast Food,2.9,2024-10-05,24
R8436,Lucknow,Chinese,3.4,2025-02-07,17
R8437,Jaipur,Thai,4.3,2024-06-24,22
R8438,Hyderabad,Multi Cuisine,3.1,2024-02-04,16
R8439,Pune,Thai,3.8,2024-10-09,25
R8440,Kolkata,Fast Food,3.0,2025-04-26,22
R8441,Jaipur,Chinese,4.7,2025-03-20,24
R8442,Delhi,Multi Cuisine,3.3,2024-12-21,20
R8443,Ahmedabad,Italian,3.7,2024-02-23,25
R8444,Pune,Biryani,3.6,2025-01-20,18
R8445,Chennai,Thai,4.0,2024-02-15,27
R8446,Bangalore,Thai,3.5,2024-08-22,16
R8447,Bangalore,Indian,3.8,2024-01-15,27
R8448,Bangalore,Multi Cuisine,4.6,2025-02-08,17
R8449,Bangalore,Chinese,2.9,2024-08-14,16
R8450,Pune,Multi Cuisine,2.8,2024-08-23,24
R8451,Pune,Indian,4.8,2024-07-03,27
R8452,Hyderabad,Biryani,3.7,2024-09-25,18
R8453,Jaipur,Multi Cuisine,3.5,2024-07-09,19
R8454,Jaipur,Fast Food,3.2,2024-09-03,25
R8455,Chennai,Biryani,4.2,2024-04-07,26
R8456,Kolkata,Thai,4.1,2024-08-29,19
R8457,Chennai,Biryani,3.3,2024-10-07,15
R8458,Hyderabad,Thai,3.3,2024-08-21,23
R8459,Bangalore,Thai,4.5,2025-05-11,15
R8460,Jaipur,Multi Cuisine,4.3,2025-02-27,25
R8461,Mumbai,Italian,4.3,2024-05-29,25
R8462,Ahmedabad,Chinese,3.7,2024-08-08,19
R8463,Hyderabad,Thai,3.4,2024-05-11,16
R8464,Ahmedabad,Biryani,3.8,2024-05-23,18
R8465,Mumbai,Thai,4.0,2025-01-08,19
R8466,Kolkata,Thai,4.2,2024-07-01,20
R8467,Bangalore,Chinese,3.7,2024-04-01,23
R8468,Chennai,Thai,4.2,2024-08-01,17
R8469,Hyderabad,Chinese,3.8,2025-01-16,23
R8470,Mumbai,Biryani,3.1,2024-03-17,17
R8471,Ahmedabad,Indian,3.0,2024-08-17,16
R8472,Ahmedabad,Biryani,3.9,2024-07-28,20
R8473,Lucknow,Italian,3.7,2024-06-17,19
R8474,Kolkata,Fast Food,3.6,2024-01-29,27
R8475,Pune,Multi Cuisine,3.9,2025-02-08,21
R8476,Ahmedabad,Multi Cuisine,4.2,2025-05-06,17
R8477,Kolkata,Fast Food,3.3,2025-01-31,23
R8478,Jaipur,Italian,3.9,2025-02-14,26
R8479,Ahmedabad,Biryani,3.2,2024-09-12,15
R8480,Pune,Biryani,4.1,2024-04-18,17
R8481,Pune,Biryani,3.9,2024-08-20,27
R8482,Lucknow,Thai,4.2,2024-09-11,26
R8483,Mumbai,Indian,4.5,2025-03-28,27
R8484,Ahmedabad,Multi Cuisine,3.5,2025-01-27,19
R8485,Pune,Fast Food,4.6,2024-11-06,25
R8486,Mumbai,Indian,3.0,2024-05-05,17
R8487,Mumbai,Multi Cuisine,4.1,2024-07-01,17
R8488,Mumbai,Multi Cuisine,3.4,2025-03-11,23
R8489,Mumbai,Multi Cuisine,4.3,2024-07-26,25
R8490,Bangalore,Chinese,2.8,2025-03-06,24
R8491,Pune,Thai,4.5,2024-12-04,23
R8492,Chennai,Multi Cuisine,4.5,2025-04-15,20
R8493,Bangalore,Multi Cuisine,3.8,2024-06-08,27
R8494,Kolkata,Chinese,4.7,2025-03-26,21
R8495,Hyderabad,Italian,3.6,2025-04-04,26
R8496,Mumbai,Indian,4.6,2024-04-13,23
R8497,Lucknow,Biryani,2.8,2025-01-26,25
R8498,Delhi,Biryani,3.6,2025-03-01,20
R8499,Hyderabad,Indian,2.9,2024-05-24,20
R8500,Ahmedabad,Multi Cuisine,3.2,2024-03-15,24
R8501,Mumbai,Biryani,3.7,2024-10-23,15
R8502,Bangalore,Biryani,4.2,2024-02-02,26
R8503,Pune,Indian,3.4,2024-02-05,15
R8504,Bangalore,Chinese,3.3,2025-01-03,27
R8505,Jaipur,Indian,4.5,2024-03-31,17
R8506,Lucknow,Multi Cuisine,2.9,2024-08-10,23
R8507,Bangalore,Multi Cuisine,4.5,2025-03-04,22
R8508,Bangalore,Fast Food,2.9,2025-01-27,24
R8509,Kolkata,Fast Food,2.8,2024-10-01,17
R8510,Bangalore,Thai,4.7,2024-03-29,18
R8511,Hyderabad,Fast Food,3.5,2024-12-04,21
R8512,Lucknow,Italian,3.1,2024-02-07,17
R8513,Hyderabad,Italian,3.2,2024-10-25,23
R8514,Kolkata,Chinese,4.1,2024-03-14,19
R8515,Jaipur,Indian,4.5,2024-06-14,25
R8516,Pune,Chinese,3.7,2024-03-13,23
R8517,Lucknow,Fast Food,3.3,2024-03-12,15
R8518,Ahmedabad,Fast Food,3.4,2024-12-25,27
R8519,Kolkata,Italian,3.2,2024-02-29,23
R8520,Hyderabad,Fast Food,3.2,2025-01-19,26
R8521,Chennai,Thai,3.9,2024-05-28,19
R8522,Chennai,Italian,3.9,2025-03-21,18
R8523,Lucknow,Chinese,4.1,2025-05-02,21
R8524,Lucknow,Indian,3.2,2024-09-16,21
R8525,Mumbai,Multi Cuisine,2.9,2025-05-13,18
R8526,Ahmedabad,Multi Cuisine,3.9,2025-03-04,23
